posted,neighborhood,post title,number bedrooms,sqft,URL,price
2020-07-31 08:57:00,(Woodside,NO FEE Woodside  1bedroom apt,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-no-fee-woodside-1bedroom-apt/7169045958.html,1700
2020-08-03 16:06:00,(43Rd Ave & 53Rd Street,"53RD STREET OFF 43RD AVE, 1 BEDROOM NEAR 7 TRAIN",1.0,,https://newyork.craigslist.org/que/apa/d/woodside-53rd-street-off-43rd-ave-1/7170912992.html,1700
2020-08-03 16:37:00,(Skillman Ave & 51St Street,SKILLMAN AVE & 51ST STREET ONE  BEDROOM NEAR 7 TRAIN,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-skillman-ave-51st-street-one/7170934579.html,1700
2020-08-06 11:03:00,(Sunnyside,$2100 Sunnyside 2 Bedroom - Available August 1st,2.0,,https://newyork.craigslist.org/que/apa/d/woodside-2100-sunnyside-2-bedroom/7172459222.html,2100
2020-08-06 15:47:00,(Woodside,"$1619 1br - Junior One Bedroom in Woodside, Queens",,,https://newyork.craigslist.org/que/apa/d/woodside-br-junior-one-bedroom-in/7172663541.html,1
2020-08-07 16:07:00,(43Rd Ave & 53Rd Street,"53RD STREET OFF 43RD AVE, 1 BEDROOM NEAR 7 TRAIN",1.0,,https://newyork.craigslist.org/que/apa/d/woodside-53rd-street-off-43rd-ave-1/7173276742.html,1650
2020-08-07 17:24:00,(Woodside,BEAUTIFUL AND SPACIOUS 2/BEDROOM APARTMENT !! NO FEES.,,,https://newyork.craigslist.org/que/apa/d/woodside-beautiful-and-spacious-2/7173328206.html,1600
2020-08-10 13:54:00,(Sunnyside,Large studio - View of Sunnyside Gardens,,450.0,https://newyork.craigslist.org/que/apa/d/woodside-large-studio-view-of-sunnyside/7174895393.html,1750
2020-08-12 10:35:00,(Sunnyside,$2100 Sunnyside 2 Bedroom - Available August 1st,2.0,,https://newyork.craigslist.org/que/apa/d/woodside-2100-sunnyside-2-bedroom/7175992545.html,2100
2020-08-13 13:09:00,(Woodside,REDUCED! * Absentee Landlord * Heat Included *,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-reduced-absentee-landlord-heat/7176720570.html,1500
2020-08-13 18:38:00,"(Woodside, Sunnyside",No Fee/Spacious 3 Bedroom/2 Bath apt in Woodside,3.0,,https://newyork.craigslist.org/que/apa/d/woodside-no-fee-spacious-3-bedroom-2/7176948654.html,2725
2020-08-17 00:08:00,(Woodside,$2500 / 3br/2ba - Great 3 Bedroom Apartment (Woodside),3.0,1300.0,https://newyork.craigslist.org/que/apa/d/woodside-br-2ba-great-3-bedroom/7178821764.html,2500
2020-08-18 08:31:00,(Woodside,Studio Apartment For Rent By Owner,,,https://newyork.craigslist.org/que/apa/d/woodside-studio-apartment-for-rent-by/7179544672.html,1200
2020-08-18 11:15:00,(Woodside,Studio Apartment For Rent By Owner,,,https://newyork.craigslist.org/que/apa/d/woodside-studio-apartment-for-rent-by/7179640910.html,1150
2020-08-18 13:07:00,(Woodside,Newly Renovated 4 Bedrooms Apt. Cross the street From Doughboy Park,3.0,,https://newyork.craigslist.org/que/apa/d/woodside-newly-renovated-4-bedrooms-apt/7179726878.html,2800
2020-08-19 18:55:00,(Woodside,Huge 3 bedroom 2 bathroom 1500 square feet,3.0,1500.0,https://newyork.craigslist.org/que/apa/d/woodside-huge-3-bedroom-2-bathroom-1500/7180594095.html,2800
2020-08-20 16:25:00,(53Rd Street And Woodside Av,"53RD STREET OFF WOODSIDE AVE, 1 BEDROOM NEAR 7 TRAIN",1.0,,https://newyork.craigslist.org/que/apa/d/woodside-53rd-street-off-woodside-ave-1/7181131278.html,1700
2020-08-20 17:06:00,(53Rd Street And Woodside Av,"53RD STREET OFF WOODSIDE AVE, 1 BEDROOM NEAR 7 TRAIN",1.0,,https://newyork.craigslist.org/que/apa/d/woodside-53rd-street-off-woodside-ave-1/7181158387.html,1700
2020-08-21 09:13:00,(Woodside,NO FEE Woodside  1bedroom apt,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-no-fee-woodside-1bedroom-apt/7181447863.html,1700
2020-08-22 00:15:00,(Sunnyside,$2100 Sunnyside 2 Bedroom - Available August 1st,2.0,,https://newyork.craigslist.org/que/apa/d/woodside-2100-sunnyside-2-bedroom/7181987360.html,2100
2020-08-24 11:43:00,"(Maspeth , Woodside, Middle Village, Elmhurst",ðŸ”¥ ðŸ”¥___ 2 DORMITORIOS + ALL INCLUDED + 65PL & MAURICE AVE __ðŸ”¥ðŸ”¥,2.0,,https://newyork.craigslist.org/que/apa/d/woodside-2-dormitorios-all-included/7183359277.html,1500
2020-08-24 18:05:00,(Woodside + Walk To Train,â—‡ 1BR~ BRaND NeW~LuXURY~ â—‡ â€¢laundry â€¢ backyard â€¢ <~~~~~~~~~~~~~~~~~,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-1br-brand-newluxury-laundry/7183651171.html,2000
2020-08-25 12:11:00,(Woodside,1 BEDROOM APARTMENT,,,https://newyork.craigslist.org/que/apa/d/woodside-1-bedroom-apartment/7184029523.html,1900
2020-08-25 14:05:00,(Woodside + Walk To Train,â—‡ 1BR~ BRaND NeW~LuXURY~ â—‡ â€¢laundry â€¢ backyard â€¢ <~~~~~~~~~~~~~~~~~,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-1br-brand-newluxury-laundry/7184119978.html,2000
2020-08-26 11:11:00,(Woodside,REDUCED! * Absentee Landlord * Heat Included *,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-reduced-absentee-landlord-heat/7184612866.html,1500
2020-08-26 13:35:00,(Woodside,Newly Renovated 4 Bedrooms Apt. Cross the street From Doughboy Park,3.0,,https://newyork.craigslist.org/que/apa/d/woodside-newly-renovated-4-bedrooms-apt/7184718944.html,2800
2020-08-26 13:49:00,(Woodside,Newly Renovated One Bedroom Apt. Right on Skillman Ave,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-newly-renovated-one-bedroom/7184729239.html,1725
2020-08-26 17:14:00,(53Rd Street And Woodside Av,"53RD STREET OFF WOODSIDE AVE, 1 BEDROOM NEAR 7 TRAIN",1.0,,https://newyork.craigslist.org/que/apa/d/woodside-53rd-street-off-woodside-ave-1/7184873448.html,1650
2020-08-26 18:18:00,(Woodside + Walk To Train,â™¡ 1BR~ BRaND NeW~LuXURY~ â™¡ â€¢laundry â€¢ backyard â€¢ <~~~~~~~~~~~~~~~~~â™¡,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-1br-brand-newluxury-laundry/7184910712.html,2000
2020-08-26 19:34:00,(Woodside,1 bedroom apartment,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-1-bedroom-apartment/7184949582.html,1500
2020-08-26 21:09:00,"(Sunnyside, Queens",Queens Apartment for Lease,1.0,1000.0,https://newyork.craigslist.org/que/apa/d/woodside-queens-apartment-for-lease/7184992292.html,2700
2020-08-27 13:05:00,(Woodside,|| NO BROKER FEE || Renovated 2 bdrm Apartment For Rent In Woodside,2.0,,https://newyork.craigslist.org/que/apa/d/woodside-no-broker-fee-renovated-2-bdrm/7185300508.html,2300
2020-08-27 17:04:00,(Near  62Stnorthern Blvd   Woodside Queens   Ny,1apt 2 bedrooms/1er.floor near Manhattan  Woodside  Queens,2.0,,https://newyork.craigslist.org/que/apa/d/woodside-1apt-2-bedrooms-1erfloor-near/7185474444.html,2500
2020-08-28 12:40:00,"(Maspeth , Woodside, Middle Village, Elmhurst",ðŸ”¥ ðŸ”¥___ 2 DORMITORIOS + ALL INCLUDED + 65PL & MAURICE AVE __ðŸ”¥ðŸ”¥,2.0,,https://newyork.craigslist.org/que/apa/d/woodside-2-dormitorios-all-included/7185898147.html,1500
2020-08-28 12:47:00,"(Maspeth , Woodside, Middle Village, Elmhurst",ðŸ”¥ðŸ”¥3 DORMITORIOS -----------1ER PISO ----------82TH & GRAND AVE ðŸ”¥ðŸ”¥,3.0,,https://newyork.craigslist.org/que/apa/d/woodside-3-dormitorios-er-piso-th-grand/7185903518.html,1900
2020-08-28 17:29:00,(Woodside,Newly Renovated One Bedroom Apt. Right on Skillman Ave,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-newly-renovated-one-bedroom/7186110491.html,1725
2020-08-28 17:30:00,(Woodside,Newly Renovated 4 Bedrooms Apt. Cross the street From Doughboy Park,3.0,,https://newyork.craigslist.org/que/apa/d/woodside-newly-renovated-4-bedrooms-apt/7186110874.html,2800
2020-08-28 23:00:00,"(Woodside, Sunnyside",No Fee/Spacious 3 Bedroom/2 Bath apt in Woodside,3.0,,https://newyork.craigslist.org/que/apa/d/woodside-no-fee-spacious-3-bedroom-2/7186263520.html,2725
2020-08-29 15:47:00,(Woodside + Walk To Train,â™¡ 1BR~ BRaND NeW~LuXURY~ â™¡ â€¢laundry â€¢ backyard â€¢ <~~~~~~~~~~~~~~~~~â™¡,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-1br-brand-newluxury-laundry/7186662525.html,2000
2020-08-08 10:17:00,(Woodside,Gorgeous 1 Bedroom Apartment - With backyard- 15 Minutes to NYC,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-gorgeous-1-bedroom-apartment/7173623586.html,2000
2020-08-14 16:27:00,(Woodside,Gorgeous 1 Bedroom Apartment - With backyard- 15 Minutes to NYC,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-gorgeous-1-bedroom-apartment/7177481522.html,2000
2020-08-27 17:01:00,(Woodside,GORGEOUS 1 BEDROOM APARTMENT WITH BACKYARD - 15 MINUTES TO NYC,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-gorgeous-1-bedroom-apartment/7185472658.html,1950
2020-08-14 17:42:00,(60Th Street & Woodside Ave,"62ND ST OFF OF WOODSIDE AV, STUDIO NEAR 7 TRAIN",,,https://newyork.craigslist.org/que/apa/d/woodside-62nd-st-off-of-woodside-av/7177530477.html,1500
2020-08-08 18:37:00,(Woodside,Room for Rent in Beautiful 3BR Woodside Apartment,3.0,,https://newyork.craigslist.org/que/apa/d/woodside-room-for-rent-in-beautiful-3br/7173961385.html,1050
2020-08-24 14:54:00,(Woodside,Room for Rent in Beautiful 3BR Woodside Apartment,,,https://newyork.craigslist.org/que/apa/d/woodside-room-for-rent-in-beautiful-3br/7183513423.html,1050
2020-08-25 16:50:00,"(Woodside, Queens","$1,800 / 1br - 510ft2 - ~*1 bd apt - 1 block to 7 express train/LIRR (",1.0,510.0,https://newyork.craigslist.org/que/apa/d/woodside-br-510ft2-1-bd-apt-1-block-to/7184240828.html,1800
2020-08-28 13:15:00,"(Woodside, Queens","$1,800 no fee / 1br - 510ft2 - *1 bd apt - 1 block to 7 express stop",1.0,510.0,https://newyork.craigslist.org/que/apa/d/woodside-1800-no-fee-1br-510ft2-1-bd/7185925622.html,1800
2020-08-28 10:31:00,(Woodside,No Broker Fee Two Bedroom-Heart of Woodside- Near Everything,2.0,,https://newyork.craigslist.org/que/apa/d/woodside-no-broker-fee-two-bedroom/7185802966.html,2200
2020-08-12 18:31:00,(Woodside Ave & 62Nd Street,"62ND ST OFF OF WOODSIDE AV, ONE BEDROOM NEAR 7 TRAIN",1.0,,https://newyork.craigslist.org/que/apa/d/woodside-62nd-st-off-of-woodside-av-one/7176329029.html,1650
2020-08-21 20:34:00,(53Rd Street & Skillman Ave,SKILLMAN AVE & 53RD STREET STUDIO NEAR 7 TRAIN,,,https://newyork.craigslist.org/que/apa/d/woodside-skillman-ave-53rd-street/7181910855.html,2000
2020-08-12 19:04:00,(Woodside Ave & 62Nd Street,"62ND ST OFF OF WOODSIDE AV, STUDIO NEAR 7 TRAIN",,,https://newyork.craigslist.org/que/apa/d/woodside-62nd-st-off-of-woodside-av/7176346167.html,1400
2020-08-20 16:56:00,(62Nd St And Woodside,"62ND ST OFF OF WOODSIDE AV, TWO BEDROOM WITH NO LIVING ROOM",2.0,,https://newyork.craigslist.org/que/apa/d/woodside-62nd-st-off-of-woodside-av-two/7181151817.html,1700
2020-08-21 20:26:00,(62Nd St And Woodside,"62ND ST OFF OF WOODSIDE AV, STUDIO NEAR 7 TRAIN",,,https://newyork.craigslist.org/que/apa/d/woodside-62nd-st-off-of-woodside-av/7181907079.html,1250
2020-08-21 20:38:00,(62Nd St And Woodside,"62ND ST OFF OF WOODSIDE AV, TWO BEDROOM NEAR 7 TRAIN",2.0,,https://newyork.craigslist.org/que/apa/d/woodside-62nd-st-off-of-woodside-av-two/7181912651.html,2150
2020-08-21 20:57:00,(62Nd St And Woodside,"62ND ST OFF OF WOODSIDE AV, TWO BEDROOM NEAR 7 TRAIN",2.0,,https://newyork.craigslist.org/que/apa/d/woodside-62nd-st-off-of-woodside-av-two/7181921334.html,2200
2020-08-18 15:18:00,(Woodside,**HUGE 1 BEDROOM in WOODSIDE. GREAT APT AT A GREAT PRICE,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-huge-1-bedroom-in-woodside/7179828007.html,1800
2020-08-11 17:17:00,(Woodside,"Beautiful and Spacious 3 Bedroom, 1 Bath Apartment",3.0,1050.0,https://newyork.craigslist.org/que/apa/d/woodside-beautiful-and-spacious-3/7175670189.html,2500
2020-08-20 16:28:00,(Skillman Ave & 51St Street,SKILLMAN AVE & 51ST STREET TWO BEDROOM NEAR 7 TRAIN,2.0,,https://newyork.craigslist.org/que/apa/d/sunnyside-skillman-ave-51st-street-two/7181133049.html,1900
2020-08-15 17:25:00,(Sunnyside Queens,No Fee 1Bdrm Renovated Apt for Rent with Private Residence,1.0,,https://newyork.craigslist.org/que/apa/d/woodside-no-fee-1bdrm-renovated-apt-for/7178116900.html,1750
2020-08-17 18:54:00,"(Woodside, Ny","Beautiful, Renovated, 3 BR, 2 BA",3.0,904.0,https://newyork.craigslist.org/que/apa/d/woodside-beautiful-renovated-3-br-2-ba/7179336218.html,2500
2020-08-05 14:36:00,(Woodside,Studio Apartment In an elevator building,,,https://newyork.craigslist.org/que/apa/d/sunnyside-studio-apartment-in-an/7172024495.html,1400
2020-08-05 14:38:00,(Sunnyside,NEW!!! WHAT A DEAL: 1 BR / 1 BA SUNNYSIDE NORTH,1.0,,https://newyork.craigslist.org/que/apa/d/sunnyside-new-what-deal-1-br-1-ba/7172026161.html,1600
2020-08-06 17:19:00,(Woodside,Studio Apartment In an elevator building,,,https://newyork.craigslist.org/que/apa/d/sunnyside-studio-apartment-in-an/7172723459.html,1400
2020-08-11 19:31:00,(Woodside,Studio Apartment In an elevator building,,,https://newyork.craigslist.org/que/apa/d/sunnyside-studio-apartment-in-an/7175745561.html,1400
2020-08-14 19:16:00,(Woodside,Studio Apartment In an elevator building,,,https://newyork.craigslist.org/que/apa/d/sunnyside-studio-apartment-in-an/7177583211.html,1400
2020-08-28 17:32:00,(Woodside,Studio Apartment In an elevator building,,,https://newyork.craigslist.org/que/apa/d/sunnyside-studio-apartment-in-an/7186112663.html,1400
2020-08-07 09:11:00,(Sunnyside,+++++NEW+++++ 3 Bedroom / Sunnyside Gardens Area,3.0,,https://newyork.craigslist.org/que/apa/d/woodside-new-3-bedroom-sunnyside/7172986853.html,2800
2020-08-11 19:29:00,(Sunnyside,Large 4 Bedrooms Apt. / Sunnyside Gardens Area,3.0,,https://newyork.craigslist.org/que/apa/d/woodside-large-4-bedrooms-apt-sunnyside/7175744371.html,2800
2020-08-14 19:19:00,(Sunnyside,Large 4 Bedrooms Apt. / Sunnyside Gardens Area,3.0,,https://newyork.craigslist.org/que/apa/d/woodside-large-4-bedrooms-apt-sunnyside/7177584772.html,2800
2020-08-19 18:21:00,(Sunnyside,*No Fee* Spacious 1 Bed 1 Bath in *Sunnyside* Near 7 Train,1.0,,https://newyork.craigslist.org/que/apa/d/sunnyside-no-fee-spacious-1-bed-1-bath/7180575124.html,2385
2020-07-31 15:50:00,(49Th Street & Skillman Ave,"49TH ST OFF SKILLMAN AV, 2 BEDROOM NEAR 7 TRAIN",2.0,,https://newyork.craigslist.org/que/apa/d/sunnyside-49th-st-off-skillman-av-2/7169302858.html,2000
2020-07-31 16:03:00,(Skillman Ave & 49Th Street,"49TH ST OFF SKILLMAN AV, 3 BEDROOM NEAR 7 TRAIN",3.0,,https://newyork.craigslist.org/que/apa/d/sunnyside-49th-st-off-skillman-av-3/7169311820.html,2450
2020-08-03 12:56:00,(53Th Street & Skillman Ave,53RD ST OFF SKILLMAN ONE BEDROOM NEAR 7 TRAIN,1.0,,https://newyork.craigslist.org/que/apa/d/sunnyside-53rd-st-off-skillman-one/7170776440.html,1650
2020-08-25 09:28:00,(Sunnyside,Top Floor Sunnyside ONE Bedroom Apartment,1.0,,https://newyork.craigslist.org/que/apa/d/sunnyside-top-floor-sunnyside-one/7183918634.html,1850
